SK_ID_CURR,TARGET
100001,0.05766837874447035
100005,0.1260039042304483
100013,0.0367692312364289
100028,0.07062511377171395
100038,0.1288532696961267
100042,0.05415038616879085
100057,0.04575843946309271
100065,0.0904282979792888
100066,0.04679323781645382
100067,0.1205415941853832
100074,0.06761587673935232
100090,0.10697750775776714
100091,0.12152646848646585
100092,0.10794409861715377
100106,0.08853619315196817
100107,0.11598757696144323
100109,0.08158496748513683
100117,0.04097239445250066
100128,0.11094251430926654
100141,0.05291096386403433
100150,0.05126698093875074
100168,0.03640000574559787
100169,0.07117767380987315
100170,0.08981071318531347
100171,0.04587899542929547
100172,0.11597165194184135
100184,0.08769244648185519
100187,0.08920920897760433
100212,0.06763462879940012
100222,0.08372807892123661
100223,0.04768100549888456
100232,0.05475655293216663
100241,0.1390288363250547
100245,0.050844533833648474
100253,0.04549270277580791
100256,0.09275111544428517
100271,0.025253925157056968
100278,0.14331097037167026
100280,0.02835790187245247
100306,0.11733494260539566
100311,0.12614114485081934
100312,0.02547790053207303
100330,0.11136711730328697
100331,0.056692534417167366
100352,0.06710788252056603
100358,0.09024522233230295
100367,0.056489140103298606
100382,0.09380049623666686
100384,0.09638501866271827
100385,0.08096625424274757
100386,0.0867283467231655
100399,0.059638925824503364
100404,0.09889685511059713
100416,0.05249269865279681
100422,0.08679331687884034
100426,0.06686125112852687
100438,0.0655289439112457
100444,0.12079174804023289
100445,0.10872323931444756
100446,0.13685411947054762
100447,0.06476415746799356
100450,0.07362785398167704
100466,0.0451527752384543
100483,0.07387407229510301
100484,0.027447902953256022
100494,0.10251304667243177
100510,0.1462939971954397
100512,0.04851054414321934
100517,0.0597798352412121
100548,0.058491713837068186
100551,0.06007212453125045
100552,0.10174210255101335
100553,0.04352890753602799
100561,0.15675541636526366
100568,0.17129223428550197
100569,0.056745394581777485
100591,0.06706713995947125
100592,0.035260855544499585
100602,0.07378672059693901
100607,0.06840094951781059
100613,0.05720718944491001
100617,0.08936568557273508
100618,0.08090110516404814
100622,0.1015656974319316
100625,0.09017501023264925
100677,0.11106039946555672
100699,0.0755723050758801
100702,0.19187501864083695
100711,0.11237400783597137
100729,0.12947850013246479
100740,0.1209722840363812
100744,0.12127764933621077
100745,0.0915826310606145
100747,0.1242269853323668
100751,0.16661852760295315
100752,0.08821910308533436
100753,0.19746787976769975
100754,0.14484779034764178
100760,0.05665889841860183
100762,0.09489762709951897
100763,0.09305669121924641
100765,0.05804357632221962
100770,0.10763230701174178
100772,0.051054473739755774
100777,0.07354739143170612
100791,0.055944170271801937
100792,0.027366388584089966
100797,0.06464628334623947
100823,0.051645626214561265
100826,0.06792620955441751
100830,0.06203397771836023
100836,0.1367960567403567
100872,0.07246805738351045
100910,0.11239663977101376
100913,0.0954761187354515
100918,0.06803888497944044
100931,0.03046159718729529
100952,0.06198719044243226
100953,0.04097829163981532
100965,0.15779551621882876
100970,0.06251741901277527
100982,0.1358173117112454
100983,0.1544853572878383
100984,0.0973854367850474
100987,0.08105494494406283
100997,0.10282234106688225
100998,0.11406424223442517
101002,0.06397754512339057
101005,0.1472128125470971
101008,0.09523178206675058
101020,0.07702924415127513
101021,0.06820120051013828
101024,0.07294537335395943
101025,0.11405394475938736
101026,0.08846160532442689
101031,0.04816093359623299
101041,0.05835018850912496
101051,0.038268832264492694
101055,0.0837615885818297
101056,0.18440233825493768
101057,0.09220457985292484
101064,0.07679417287929342
101079,0.10704312201465709
